customer_id,month,tx_count,confirmed_count,total_amount,avg_amount,max_amount,cash_in_count,cash_out_count,cash_in_amount,cash_out_amount,pix_count,card_count,wire_count,cross_border_count,high_risk_country_count,sanctions_tx_count,high_risk_mcc_count,high_risk_merchant_count,ecommerce_no3ds_count,chargeback_count,ip_anomaly_proxy_count,rooted_count,near_10k_count,self_merchant_count,tx_rule_score_sum,tx_rule_score_max,unique_counterparties,full_name,cpf_cnpj,annual_income_brl,risk_rating,pep,kyc_tier,kyc_risk_score,sanctions_list_hit,declared_occupation,date_of_birth,registration_date,state,city,beneficial_owner,monthly_income_est,out_profile_threshold,M01_monthly_out_of_profile_dynamic,M02_velocity_high_volume,M03_structuring_near_10k_repeated,M04_cashin_to_cashout_pass_through_proxy,M05_crossborder_concentration,M06_high_risk_country_repeated,M07_sanctions_any_period,M08_pep_high_volume,M09_high_risk_mcc_repeated,M10_ecommerce_no3ds_repeated,M11_device_ip_risk_repeated,M12_self_merchant_any,month_rule_count,month_rule_score,month_rules_triggered
C100472,2025-08,7,7,66593.01999999999,9513.28857142857,42420.78,0,7,0.0,66593.01999999999,5,1,1,1,0,0,2,1,0,0,1,0,0,0,745.0,140.0,7,Customer 473,77454803721,23044.0,Low,No,L1,55.0,Yes,Freelancer,1976-04-28,2024-10-07,SP,Campinas,No,1920.3333333333333,20000.0,True,False,False,False,False,False,True,False,False,False,False,False,2,135.0,M01_monthly_out_of_profile_dynamic; M07_sanctions_any_period
C100030,2025-08,9,9,60696.18,6744.02,45442.61,1,8,507.88,60188.299999999996,6,3,0,1,0,0,1,0,0,0,0,0,0,0,833.0,128.0,9,Customer 31,78684335326,31403.0,Medium,No,L1,71.0,Yes,Trader,1989-03-07,2020-02-28,SP,São Paulo,No,2616.9166666666665,20000.0,True,False,False,False,False,False,True,False,False,False,False,False,2,135.0,M01_monthly_out_of_profile_dynamic; M07_sanctions_any_period
C101517,2025-08,14,14,39060.1,2790.0071428571428,7864.21,8,6,23693.489999999998,15366.61,9,5,0,1,0,0,1,0,0,0,1,0,0,0,847.0,127.0,7,Customer 1518,17259651468,10091.0,Medium,No,L2,73.0,Yes,Freelancer,1993-11-15,2020-09-29,SP,Campinas,No,840.9166666666666,20000.0,True,False,False,False,False,False,True,False,False,False,False,False,2,135.0,M01_monthly_out_of_profile_dynamic; M07_sanctions_any_period
C100091,2025-08,5,5,34295.38,6859.075999999999,18507.97,0,5,0.0,34295.38,3,1,1,2,1,1,1,1,0,0,0,0,0,0,301.0,248.0,5,Customer 92,68157089319,10173.0,Low,No,L2,66.0,No,Store Owner,1983-10-05,2022-04-07,MG,Belo Horizonte,No,847.75,20000.0,True,False,False,False,False,False,True,False,False,False,False,False,2,135.0,M01_monthly_out_of_profile_dynamic; M07_sanctions_any_period
C100570,2025-07,7,7,29851.510000000002,4264.501428571429,11241.2,0,7,0.0,29851.510000000002,3,4,0,1,0,0,1,1,0,0,0,0,0,0,736.0,130.0,7,Customer 571,89171358703,9122.0,Low,No,L3,74.0,Yes,Driver,2009-09-27,2023-07-28,AM,Manaus,Yes,760.1666666666666,20000.0,True,False,False,False,False,False,True,False,False,False,False,False,2,135.0,M01_monthly_out_of_profile_dynamic; M07_sanctions_any_period
C101582,2025-07,9,7,24500.13,2722.2366666666667,13310.35,1,8,3174.01,21326.12,7,2,0,1,0,0,2,2,0,0,1,0,0,0,880.0,130.0,9,Customer 1583,37060215256,10907.0,Low,No,L3,73.0,Yes,Nurse,1981-02-17,2022-11-05,CE,Fortaleza,No,908.9166666666666,20000.0,True,False,False,False,False,False,True,False,False,False,False,False,2,135.0,M01_monthly_out_of_profile_dynamic; M07_sanctions_any_period
C100570,2025-09,2,2,24012.37,12006.185,18652.03,0,2,0.0,24012.37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,228.0,115.0,2,Customer 571,89171358703,9122.0,Low,No,L3,74.0,Yes,Driver,2009-09-27,2023-07-28,AM,Manaus,Yes,760.1666666666666,20000.0,True,False,False,False,False,False,True,False,False,False,False,False,2,135.0,M01_monthly_out_of_profile_dynamic; M07_sanctions_any_period
C101582,2025-08,7,7,23439.92,3348.56,7454.37,0,7,0.0,23439.92,4,3,0,2,0,0,2,1,0,0,0,0,0,0,715.0,130.0,7,Customer 1583,37060215256,10907.0,Low,No,L3,73.0,Yes,Nurse,1981-02-17,2022-11-05,CE,Fortaleza,No,908.9166666666666,20000.0,True,False,False,False,False,False,True,False,False,False,False,False,2,135.0,M01_monthly_out_of_profile_dynamic; M07_sanctions_any_period
C100282,2025-09,15,13,72003.13,4800.208666666667,12143.94,2,13,11733.400000000001,60269.73,11,4,0,5,1,0,8,7,0,1,1,0,0,0,393.0,100.0,14,Customer 283,40270711228,12965.0,Low,No,L3,63.0,No,Chef,1972-08-10,2021-03-09,DF,Brasília,No,1080.4166666666667,20000.0,True,True,False,True,True,False,False,False,True,False,False,False,5,132.0,M01_monthly_out_of_profile_dynamic; M02_velocity_high_volume; M04_cashin_to_cashout_pass_through_proxy; M05_crossborder_concentration; M09_high_risk_mcc_repeated
C101908,2025-07,18,18,104835.55,5824.197222222222,17990.97,5,13,40906.54,63929.01,12,6,0,6,1,0,1,0,0,0,3,1,1,0,290.0,65.0,14,Customer 1909,27674540771,35716.0,Low,No,L1,75.0,No,Store Owner,2015-11-04,2024-04-04,RJ,Rio de Janeiro,Yes,2976.3333333333335,20000.0,True,True,False,True,True,False,False,False,False,False,True,False,5,130.0,M01_monthly_out_of_profile_dynamic; M02_velocity_high_volume; M04_cashin_to_cashout_pass_through_proxy; M05_crossborder_concentration; M11_device_ip_risk_repeated
C101764,2025-07,16,13,87341.84,5458.865,14399.61,4,12,13945.45,73396.39,9,7,0,0,0,0,6,3,0,1,3,0,1,0,274.0,53.0,13,Customer 1765,92155653432,30000.0,Low,No,L2,68.0,No,Consultant,2013-11-27,2021-08-06,GO,Goiânia,No,2500.0,20000.0,True,True,False,True,False,False,False,False,True,False,True,False,5,128.0,M01_monthly_out_of_profile_dynamic; M02_velocity_high_volume; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated; M11_device_ip_risk_repeated
C102428,2025-07,15,14,65702.14,4380.142666666667,14507.58,2,13,8032.91,57669.23,9,6,0,3,0,0,5,2,0,0,3,0,0,0,227.0,47.0,14,Customer 2429,05781084550,21253.0,Low,No,L1,80.0,No,Store Owner,1980-10-29,2024-01-15,MG,Belo Horizonte,No,1771.0833333333333,20000.0,True,True,False,True,False,False,False,False,True,False,True,False,5,128.0,M01_monthly_out_of_profile_dynamic; M02_velocity_high_volume; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated; M11_device_ip_risk_repeated
C101715,2025-08,16,14,54458.13,3403.633125,11200.71,2,14,4439.389999999999,50018.74,14,1,1,1,0,0,6,3,0,1,3,1,0,0,314.0,55.0,15,Customer 1716,74719419198,4442.0,Low,No,L1,51.0,No,Trader,1987-12-09,2024-06-16,RJ,Rio de Janeiro,No,370.1666666666667,20000.0,True,True,False,True,False,False,False,False,True,False,True,False,5,128.0,M01_monthly_out_of_profile_dynamic; M02_velocity_high_volume; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated; M11_device_ip_risk_repeated
C101770,2025-08,16,15,57477.85,3592.365625,23579.84,4,12,29480.510000000002,27997.34,4,11,1,4,1,0,4,4,2,0,3,0,0,0,335.0,97.0,13,Customer 1771,89270196597,19633.0,Low,No,L3,56.0,No,Trader,1977-11-22,2024-02-15,AM,Manaus,No,1636.0833333333333,20000.0,True,True,False,True,False,False,False,False,False,True,True,False,5,126.0,M01_monthly_out_of_profile_dynamic; M02_velocity_high_volume; M04_cashin_to_cashout_pass_through_proxy; M10_ecommerce_no3ds_repeated; M11_device_ip_risk_repeated
C101047,2025-09,13,12,77116.51,5932.03923076923,23170.76,3,10,36952.73,40163.78,10,3,0,5,1,0,5,4,0,0,3,1,0,0,322.0,97.0,11,Customer 1048,70373327985,6832.0,High,No,L2,74.0,No,Store Owner,1959-11-13,2024-01-31,PR,Curitiba,No,569.3333333333334,20000.0,True,False,False,True,True,False,False,False,True,False,True,False,5,125.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M05_crossborder_concentration; M09_high_risk_mcc_repeated; M11_device_ip_risk_repeated
C100024,2025-07,15,15,73110.42,4874.028,25266.39,5,10,8681.83,64428.59,12,3,0,2,0,0,1,0,0,0,2,0,0,0,215.0,53.0,11,Customer 25,86563551505,22930.0,Low,Yes,L2,73.0,No,Accountant,2007-09-16,2020-03-15,PE,Recife,No,1910.8333333333333,20000.0,True,True,False,True,False,False,False,True,False,False,False,False,4,125.0,M01_monthly_out_of_profile_dynamic; M02_velocity_high_volume; M04_cashin_to_cashout_pass_through_proxy; M08_pep_high_volume
C101722,2025-07,16,15,64555.68,4034.73,27578.88,2,14,5690.78,58864.9,9,6,1,2,0,0,3,2,1,1,1,0,0,0,298.0,70.0,15,Customer 1723,41096502038,16815.0,Medium,Yes,L2,66.0,No,Nurse,1967-09-30,2022-05-21,PR,Curitiba,No,1401.25,20000.0,True,True,False,True,False,False,False,True,False,False,False,False,4,125.0,M01_monthly_out_of_profile_dynamic; M02_velocity_high_volume; M04_cashin_to_cashout_pass_through_proxy; M08_pep_high_volume
C102179,2025-07,15,14,54799.58,3653.3053333333332,13724.68,2,13,2438.77,52360.81,9,6,0,1,0,0,3,0,0,0,0,0,0,0,173.0,68.0,14,Customer 2180,12863332696,8267.0,Low,Yes,L3,19.0,No,Driver,2020-01-15,2023-01-25,RN,Natal,No,688.9166666666666,20000.0,True,True,False,True,False,False,False,True,False,False,False,False,4,125.0,M01_monthly_out_of_profile_dynamic; M02_velocity_high_volume; M04_cashin_to_cashout_pass_through_proxy; M08_pep_high_volume
C102377,2025-07,14,14,52662.14,3761.5814285714287,12618.7,3,11,12573.57,40088.57,12,2,0,7,0,0,5,3,0,0,3,0,0,0,189.0,47.0,12,Customer 2378,39738227205,18214.0,Low,No,L2,47.0,No,Driver,1984-11-17,2023-10-05,MG,Belo Horizonte,Yes,1517.8333333333333,20000.0,True,False,False,True,True,False,False,False,True,False,True,False,5,125.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M05_crossborder_concentration; M09_high_risk_mcc_repeated; M11_device_ip_risk_repeated
C100831,2025-09,15,15,50143.93,3342.9286666666667,7645.48,3,12,11030.529999999999,39113.4,7,6,2,2,0,0,4,4,1,0,1,1,0,0,250.0,70.0,13,Customer 832,33442584499,13435.0,Medium,Yes,L1,38.0,No,Driver,1981-03-22,2025-04-03,PA,Belém,No,1119.5833333333333,20000.0,True,True,False,True,False,False,False,True,False,False,False,False,4,125.0,M01_monthly_out_of_profile_dynamic; M02_velocity_high_volume; M04_cashin_to_cashout_pass_through_proxy; M08_pep_high_volume
C100205,2025-09,9,8,61867.759999999995,6874.195555555555,34586.02,4,5,10388.3,51479.45999999999,4,5,0,3,1,0,2,3,2,0,3,1,0,0,295.0,85.0,6,Customer 206,55076952060,28469.0,Low,No,L3,42.0,No,Chef,1965-10-28,2025-07-17,AM,Manaus,No,2372.4166666666665,20000.0,True,False,False,True,True,False,False,False,False,True,True,False,5,123.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M05_crossborder_concentration; M10_ecommerce_no3ds_repeated; M11_device_ip_risk_repeated
C100842,2025-07,14,11,84685.58,6048.97,24134.97,2,12,7117.55,77568.03,10,2,2,6,3,0,1,3,0,1,2,1,0,0,490.0,130.0,13,Customer 843,04739468695,6189.0,Low,No,L1,48.0,No,Lawyer,2005-01-17,2022-01-13,SP,São Paulo,No,515.75,20000.0,True,False,False,True,True,True,False,False,False,False,False,False,4,122.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M05_crossborder_concentration; M06_high_risk_country_repeated
C101775,2025-08,10,10,77451.8,7745.18,41577.9,2,8,10579.720000000001,66872.08,4,5,1,3,1,0,1,1,0,0,1,0,1,0,267.0,120.0,9,Customer 1776,77495895256,32145.0,Low,Yes,L1,55.0,No,Nurse,2019-07-25,2023-09-01,MG,Belo Horizonte,No,2678.75,20000.0,True,False,False,True,True,False,False,True,False,False,False,False,4,122.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M05_crossborder_concentration; M08_pep_high_volume
C101632,2025-08,14,13,60246.75,4303.339285714285,12036.12,2,12,9484.76,50761.99,10,4,0,7,0,0,3,0,0,0,0,0,0,0,403.0,55.0,13,Customer 1633,59370210594,23860.0,High,Yes,L2,74.0,No,Store Owner,1981-08-21,2020-03-30,BA,Salvador,Yes,1988.3333333333333,20000.0,True,False,False,True,True,False,False,True,False,False,False,False,4,122.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M05_crossborder_concentration; M08_pep_high_volume
C101740,2025-09,11,11,54735.57,4975.960909090909,15660.8,3,8,6024.8,48710.77,6,4,1,4,0,0,2,1,0,0,1,0,1,0,285.0,100.0,9,Customer 1741,35483371450,23303.0,Medium,Yes,L1,77.0,No,Designer,2005-05-22,2022-06-16,MG,Belo Horizonte,No,1941.9166666666667,20000.0,True,False,False,True,True,False,False,True,False,False,False,False,4,122.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M05_crossborder_concentration; M08_pep_high_volume
C101496,2025-07,12,12,34641.57,2886.7975,10100.19,3,9,6060.98,28580.59,6,6,0,4,2,0,4,2,1,0,0,0,0,0,266.0,101.0,10,Customer 1497,98292605824,18163.0,Medium,No,L1,65.0,No,Chef,1974-01-29,2025-03-26,BA,Salvador,No,1513.5833333333333,20000.0,True,False,False,True,True,True,False,False,False,False,False,False,4,122.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M05_crossborder_concentration; M06_high_risk_country_repeated
C100853,2025-08,13,10,33688.77,2591.4438461538457,6600.74,3,10,4218.93,29469.84,6,7,0,2,1,0,5,3,2,0,3,0,0,0,292.0,100.0,11,Customer 854,94467698829,8326.0,Medium,No,L1,47.0,No,Accountant,1980-06-15,2022-05-07,RS,Porto Alegre,No,693.8333333333334,20000.0,True,False,False,True,False,False,False,False,True,True,True,False,5,121.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M09_high_risk_mcc_repeated; M10_ecommerce_no3ds_repeated; M11_device_ip_risk_repeated
C101435,2025-07,14,13,94638.68000000001,6759.905714285715,21189.28,3,11,27688.03,66950.65000000001,6,7,1,3,2,0,5,6,0,1,2,0,0,0,443.0,97.0,12,Customer 1436,49041456679,27971.0,Medium,No,L3,62.0,No,Teacher,1989-10-15,2021-11-27,MG,Belo Horizonte,No,2330.9166666666665,20000.0,True,False,False,True,False,True,False,False,True,False,False,False,4,120.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M06_high_risk_country_repeated; M09_high_risk_mcc_repeated
C101054,2025-09,12,12,57473.43,4789.4525,12879.56,3,9,16086.09,41387.34,7,5,0,1,0,0,6,4,1,0,0,0,0,0,259.0,88.0,10,Customer 1055,56977720368,16394.0,Low,Yes,L1,56.0,No,Software Engineer,1986-02-09,2022-06-13,PR,Curitiba,No,1366.1666666666667,20000.0,True,False,False,True,False,False,False,True,True,False,False,False,4,120.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M08_pep_high_volume; M09_high_risk_mcc_repeated
C100463,2025-08,9,8,77229.2,8581.022222222222,16191.87,3,6,24064.11,53165.09,4,5,0,1,0,0,2,1,0,1,3,1,0,0,328.0,100.0,7,Customer 464,50145392264,18234.0,Medium,Yes,L1,60.0,No,Entrepreneur,1968-06-23,2021-08-28,SC,Florianópolis,No,1519.5,20000.0,True,False,False,True,False,False,False,True,False,False,True,False,4,118.0,M01_monthly_out_of_profile_dynamic; M04_cashin_to_cashout_pass_through_proxy; M08_pep_high_volume; M11_device_ip_risk_repeated
C100119,2025-08,8,8,43028.8,5378.6,9829.82,2,6,13677.38,29351.420000000002,4,4,0,3,0,0,4,2,0,0,1,0,3,0,148.0,47.0,7,Customer 120,14877400000,22086.0,Medium,No,L2,4.0,No,Entrepreneur,2016-05-18,2020-11-22,AM,Manaus,No,1840.5,20000.0,True,False,True,True,True,False,False,False,False,False,False,False,4,117.0,M01_monthly_out_of_profile_dynamic; M03_structuring_near_10k_repeated; M04_cashin_to_cashout_pass_through_proxy; M05_crossborder_concentration
C101048,2025-07,18,17,96453.06,5358.503333333333,24128.51,1,17,15232.78,81220.28,9,7,2,5,0,0,8,4,0,0,2,3,0,0,608.0,100.0,18,Customer 1049,46593133207,13616.0,Medium,Yes,L2,82.0,No,Mechanic,2019-07-27,2021-12-31,SC,Florianópolis,No,1134.6666666666667,20000.0,True,True,False,False,False,False,False,True,True,False,False,False,4,115.0,M01_monthly_out_of_profile_dynamic; M02_velocity_high_volume; M08_pep_high_volume; M09_high_risk_mcc_repeated
C101605,2025-08,10,8,46902.76,4690.276,12150.97,5,5,30628.27,16274.490000000002,7,3,0,1,0,0,0,0,0,0,0,0,0,1,116.0,98.0,6,Customer 1606,60345719157,39725.0,Low,No,L3,76.0,No,Accountant,2008-06-01,2020-08-08,GO,Goiânia,No,3310.4166666666665,20000.0,True,False,False,False,False,False,False,False,False,False,False,True,2,115.0,M01_monthly_out_of_profile_dynamic; M12_self_merchant_any
